country,year,Renewable_Electricity_Output,Renewable_Energy_Consumption,EG.ELC.ACCS.ZS,GDP_Per_Capita,GDP_Growth,Year,Country,Region_Type,YoY_Change
Bahrain,2022,0.0,0.0,100.0,30146.925026365,4.89150020694356,2022,Bahrain,Other,0.0
Bangladesh,2010,1.78720274577102,40.3,55.3,776.835743954765,5.57178818533122,2010,Bangladesh,Other,
Bangladesh,2011,1.9749507394741,38.4,59.6,856.178832752419,6.46437912497728,2011,Bangladesh,Other,0.18774799370307993
Bangladesh,2012,1.60001647378609,37.3,65.5,876.521652869848,6.52145877906443,2012,Bangladesh,Other,-0.3749342656880099
Bangladesh,2013,1.94653614457831,37.0,61.5,973.828617573534,6.01360565834344,2013,Bangladesh,Other,0.34651967079222
Bangladesh,2014,1.31972423672665,35.4,62.4,1108.52251321179,6.0610593588495,2014,Bangladesh,Other,-0.6268119078516601
Bangladesh,2015,1.2268899018827,33.1,74.0,1236.4354555046,6.55263987816197,2015,Bangladesh,Other,-0.09283433484394998
Bangladesh,2016,1.2268899018827,30.2,75.9,1659.88817301175,7.11347821270093,2016,Bangladesh,Other,0.0
Bangladesh,2017,1.2268899018827,28.1,88.0,1815.47222007199,6.59024999794057,2017,Bangladesh,Other,0.0
Bangladesh,2018,1.2268899018827,27.0,86.9,1963.31244102476,7.31941263014136,2018,Bangladesh,Other,0.0
Bangladesh,2019,1.2268899018827,26.1,92.2,2122.03765230231,7.88191515117722,2019,Bangladesh,Other,0.0
Bangladesh,2020,1.2268899018827,27.2,96.2,2233.76728192962,3.44801755122445,2020,Bangladesh,Other,0.0
Bangladesh,2021,1.2268899018827,25.0,99.0,2457.96446570157,6.93867912442445,2021,Bangladesh,Other,0.0
Bangladesh,2022,1.2268899018827,25.0,99.4,2687.89906307087,7.09982877575158,2022,Bangladesh,Other,0.0
Barbados,2010,0.0,8.2,100.0,16507.4305360907,-2.21771043677749,2010,Barbados,Other,
Barbados,2011,0.0,4.1,100.0,16924.066921731,-0.77239614003264,2011,Barbados,Other,0.0
Barbados,2012,0.0,3.8,100.0,16736.9218347773,-0.249110377623012,2012,Barbados,Other,0.0
Barbados,2013,0.0,3.1,100.0,16952.1344337493,-1.31354346756765,2013,Barbados,Other,0.0
Barbados,2014,0.0,3.0,100.0,16980.0270637458,-0.0582879004407744,2014,Barbados,Other,0.0
Barbados,2015,0.0,3.0,100.0,17040.4176091311,2.42392540824112,2015,Barbados,Other,0.0
Barbados,2016,0.0,2.8,100.0,17398.9870769319,2.55267799311693,2016,Barbados,Other,0.0
Barbados,2017,0.0,4.3,100.0,17910.7830952014,0.514753125831376,2017,Barbados,Other,0.0
Barbados,2018,0.0,4.9,100.0,18335.9500586368,-0.746352496702428,2018,Barbados,Other,0.0
Barbados,2019,0.0,3.4,100.0,19156.0398672282,0.379893732533731,2019,Barbados,Other,0.0
Barbados,2020,0.0,4.7,100.0,17028.4137830299,0.379893732533731,2020,Barbados,Other,0.0
Barbados,2021,0.0,5.5,100.0,17586.3300142247,-1.18319712008605,2021,Barbados,Other,0.0
Barbados,2022,0.0,5.5,100.0,20738.4511868198,13.4808615694709,2022,Barbados,Other,0.0
Belarus,2010,0.372546210058748,7.3,94.4,6034.67885177216,7.79826683524436,2010,Belarus,Other,
Belarus,2011,0.428571428571429,7.5,95.0,6527.6593428786,5.37870750437234,2011,Belarus,Other,0.056025218512680997
Belarus,2012,0.555212831585441,7.2,95.6,6953.21591683101,1.68713553434753,2012,Belarus,Other,0.126641403014012
Belarus,2013,0.844256831815152,7.0,96.2,7998.0802045456,1.0034707715852,2013,Belarus,Other,0.289044000229711
Belarus,2014,0.722614078019289,6.7,96.8,8341.29014337961,1.7262099894002,2014,Belarus,Other,-0.12164275379586298
Belarus,2015,0.815679830995834,6.8,97.4,5967.06856034227,-3.82966307070085,2015,Belarus,Other,0.09306575297654496
Belarus,2016,0.815679830995834,6.7,98.0,5039.77560949445,-2.52583140897062,2016,Belarus,Other,0.0
Belarus,2017,0.815679830995834,7.3,98.7,5785.53397723676,2.53162368036521,2017,Belarus,Other,0.0
Belarus,2018,0.815679830995834,7.2,99.3,6360.05310087258,3.14963949909348,2018,Belarus,Other,0.0
Belarus,2019,0.815679830995834,7.8,100.0,6837.76832136779,1.44620667102681,2019,Belarus,Other,0.0
Belarus,2020,0.815679830995834,8.4,100.0,6542.8645398436,-0.672904125264921,2020,Belarus,Other,0.0
Belarus,2021,0.815679830995834,8.2,100.0,7489.71894713888,2.43886608142535,2021,Belarus,Other,0.0
Belarus,2022,0.815679830995834,8.2,100.0,7994.64806074889,-4.65824489149375,2022,Belarus,Other,0.0
Belgium,2010,6.92080611298797,6.2,100.0,44184.946353964,2.86429270764155,2010,Belgium,Other,
Belgium,2011,9.41087918754353,6.7,100.0,44184.946353964,1.69451389861332,2011,Belgium,Other,2.4900730745555606
Belgium,2012,12.8128790384827,7.7,100.0,44670.5606845101,0.739217283058679,2012,Belgium,Other,3.40199985093917
Belgium,2013,14.2093861058371,8.3,100.0,44670.5606845101,0.459242192907709,2013,Belgium,Other,1.3965070673543991
Belgium,2014,17.0806411009482,9.1,100.0,44670.5606845101,1.57853314322614,2014,Belgium,Other,2.8712549951110997
Belgium,2015,20.8000230056939,9.4,100.0,41008.296719472,2.04145900919961,2015,Belgium,Other,3.7193819047457026
Belgium,2016,20.8000230056939,9.2,100.0,42012.6227191016,1.26668640902095,2016,Belgium,Other,0.0
Belgium,2017,20.8000230056939,9.7,100.0,44198.4823908691,1.6195802783878,2017,Belgium,Other,0.0
Belgium,2018,20.8000230056939,10.7,100.0,44198.4823908691,1.79294519302076,2018,Belgium,Other,0.0
Belgium,2019,20.8000230056939,10.2,100.0,44198.4823908691,2.24083533103139,2019,Belgium,Other,0.0
Belgium,2020,20.8000230056939,12.3,100.0,45587.968308319,-5.30447336526071,2020,Belgium,Other,0.0
Belgium,2021,20.8000230056939,11.7,100.0,45587.968308319,6.92798360287613,2021,Belgium,Other,0.0
Belgium,2022,20.8000230056939,11.7,100.0,45587.968308319,3.01472197492703,2022,Belgium,Other,0.0
Belize,2010,63.3809520940405,29.4,89.9,5399.06209583265,1.23995291537476,2010,Belize,Other,
Belize,2011,62.941598469924,42.2,91.7,5519.3390084833,-0.298181524565479,2011,Belize,Other,-0.4393536241164995
Belize,2012,49.1940058214813,47.9,90.9,5635.52152550234,3.6615993816965,2012,Belize,Other,-13.747592648442705
Belize,2013,55.8130131931025,38.0,91.1,5865.47090174488,4.43764383676776,2013,Belize,Other,6.619007371621201
Belize,2014,50.7054753739704,37.4,91.5,6031.54840210944,4.00531831673186,2014,Belize,Other,-5.107537819132098
Belize,2015,45.2399304748245,30.3,91.8,6098.60007958976,3.22549309143569,2015,Belize,Other,-5.465544899145904
Belize,2016,45.2399304748245,33.3,93.3,6099.95710191497,-0.0110344145780772,2016,Belize,Other,0.0
Belize,2017,45.2399304748245,37.2,94.2,6049.3919477765,-1.81336514835535,2017,Belize,Other,0.0
Belize,2018,45.2399304748245,35.5,91.7,6001.02426184093,1.05559823069711,2018,Belize,Other,0.0
Belize,2019,45.2399304748245,30.4,92.7,6134.21523305713,4.23623453555723,2019,Belize,Other,0.0
Belize,2020,45.2399304748245,31.4,96.8,5185.1580697602,4.23623453555723,2020,Belize,Other,0.0
Belize,2021,45.2399304748245,26.6,97.7,6060.96822340845,4.23623453555723,2021,Belize,Other,0.0
Belize,2022,45.2399304748245,30.8,98.6,6984.21695968163,8.73431143782066,2022,Belize,Other,0.0
Benin,2010,0.869565217391304,47.2,34.2,1009.48949478478,2.11406472648392,2010,Benin,Other,
Benin,2011,0.0,48.7,36.9,1099.4143107361,2.96375291904201,2011,Benin,Other,-0.869565217391304
Benin,2012,0.0,50.3,38.4,1112.56953619685,4.811223315688,2012,Benin,Other,0.0
Benin,2013,0.0,52.0,34.7,1214.29556540248,7.19143372144946,2013,Benin,Other,0.0
Benin,2014,0.0,51.0,34.1,1251.50476511083,6.35767909791932,2014,Benin,Other,0.0
Benin,2015,5.55555555555556,49.9,29.6,1041.65252312918,1.77815106030278,2015,Benin,Other,5.55555555555556
Benin,2016,5.55555555555556,45.4,37.0,1049.82030361083,3.33967342629693,2016,Benin,Other,0.0
Benin,2017,5.55555555555556,45.4,34.5,1095.27445827386,5.67156195150444,2017,Benin,Other,0.0
Benin,2018,5.55555555555556,44.0,39.0,1194.43821512774,6.69725362180888,2018,Benin,Other,0.0
Benin,2019,5.55555555555556,46.5,40.0,1170.88599492622,6.86568662848335,2019,Benin,Other,0.0
Benin,2020,5.55555555555556,46.2,41.0,1240.73315461172,3.84879240030133,2020,Benin,Other,0.0
Benin,2021,5.55555555555556,54.5,42.0,1360.91147388169,7.1554516457574,2021,Benin,Other,0.0
Benin,2022,5.55555555555556,54.5,56.5,1304.99479694323,6.25324491401346,2022,Benin,Other,0.0
Bermuda,2010,0.0,0.4,100.0,,-2.50287828947368,2010,Bermuda,Other,
Bermuda,2011,0.0,0.4,100.0,,-3.74274431740703,2011,Bermuda,Other,0.0
Bermuda,2012,0.0,0.4,100.0,,-5.30529910675297,2012,Bermuda,Other,0.0
Bermuda,2013,0.0,1.5,100.0,,-0.279708545423034,2013,Bermuda,Other,0.0
Bermuda,2014,0.0,0.4,100.0,,-3.70106759364258,2014,Bermuda,Other,0.0
Bermuda,2015,0.0,0.6,100.0,,0.775529699568978,2015,Bermuda,Other,0.0
Bermuda,2016,0.0,1.1,100.0,,-0.657206304259205,2016,Bermuda,Other,0.0
Bermuda,2017,0.0,0.6,100.0,,3.61141983706115,2017,Bermuda,Other,0.0
Bermuda,2018,0.0,0.7,100.0,,-0.432801300339307,2018,Bermuda,Other,0.0
Bermuda,2019,0.0,0.8,100.0,,0.306266735233933,2019,Bermuda,Other,0.0
Bermuda,2020,0.0,0.9,100.0,,-6.84286964270544,2020,Bermuda,Other,0.0
Bermuda,2021,0.0,0.9,100.0,,5.41909484048358,2021,Bermuda,Other,0.0
Bermuda,2022,0.0,0.9,100.0,,6.43113399633694,2022,Bermuda,Other,0.0
Bhutan,2010,99.9959062811293,84.8,73.3,2371.97209032796,11.9318739003882,2010,Bhutan,Other,
Bhutan,2011,99.9957552175451,84.9,81.8,2717.44994790904,8.30764783243984,2011,Bhutan,Other,-0.00015106358419814114
Bhutan,2012,99.997070326805,82.8,91.5,2689.79286575487,5.09549264378806,2012,Bhutan,Other,0.0013151092599059666
Bhutan,2013,99.9934556173054,81.7,87.4,2624.76519363139,1.65845557774038,2013,Bhutan,Other,-0.0036147094996010765
Bhutan,2014,99.9928610794619,82.1,91.4,2793.93130333726,5.71786561190564,2014,Bhutan,Other,-0.0005945378434972781
Bhutan,2015,99.9935464335397,81.6,95.4,2899.22829354394,6.56845431717086,2015,Bhutan,Other,0.000685354077802458
Bhutan,2016,99.9935464335397,80.8,99.3,3097.96123360501,8.40055375505406,2016,Bhutan,Other,0.0
Bhutan,2017,99.9935464335397,79.7,97.7,3427.17384540098,3.50756740346327,2017,Bhutan,Other,0.0
Bhutan,2018,99.9935464335397,80.0,100.0,3389.77730275615,3.50187185732737,2018,Bhutan,Other,0.0
Bhutan,2019,99.9935464335397,81.0,100.0,3564.59877149986,5.75514851246506,2019,Bhutan,Other,0.0
Bhutan,2020,99.9935464335397,83.9,100.0,3181.33974675871,5.75514851246506,2020,Bhutan,Other,0.0
Bhutan,2021,99.9935464335397,81.8,100.0,3561.22528660505,4.42136738945015,2021,Bhutan,Other,0.0
Bhutan,2022,99.9935464335397,82.5,100.0,3704.01839495326,5.21386783786224,2022,Bhutan,Other,0.0
Bolivia,2010,33.9530765825587,19.9,88.0,1922.05857050664,4.1267225910567,2010,Bolivia,Other,
Bolivia,2011,34.196675900277,18.1,88.3,2304.98246161085,5.204092443086,2011,Bolivia,Other,0.24359931771829935
Bolivia,2012,32.3064874037332,17.4,90.4,2562.46678423329,5.12227558091757,2012,Bolivia,Other,-1.8901884965438
Bolivia,2013,32.1760694358338,16.0,89.5,2853.79716191598,6.79601142810841,2013,Bolivia,Other,-0.13041796789939752
Bolivia,2014,28.0068532267276,15.0,90.0,3022.46288443562,5.46056950635136,2014,Bolivia,Other,-4.169216209106203
Bolivia,2015,31.4024390243902,14.2,91.5,2975.64881143063,4.85718717971413,2015,Bolivia,Other,3.3955857976626014
Bolivia,2016,31.4024390243902,13.6,91.8,3013.50270721666,4.26392086382113,2016,Bolivia,Other,0.0
Bolivia,2017,31.4024390243902,14.3,91.8,3280.0082139387,4.19520633360395,2017,Bolivia,Other,0.0
Bolivia,2018,31.4024390243902,14.3,92.8,3471.0069506501,4.22362365271844,2018,Bolivia,Other,0.0
Bolivia,2019,31.4024390243902,13.5,95.1,3472.38083136442,2.21670563961031,2019,Bolivia,Other,0.0
Bolivia,2020,31.4024390243902,16.9,97.2,3068.81255516456,2.21670563961031,2020,Bolivia,Other,0.0
Bolivia,2021,31.4024390243902,12.8,98.6,3345.02300209796,6.11137269714146,2021,Bolivia,Other,0.0
Bolivia,2022,31.4024390243902,12.8,99.9,3600.12163502163,3.60568042633635,2022,Bolivia,Other,0.0
Bosnia and Herzegovina,2010,46.8698902125672,19.6,99.5,4506.93235205533,0.865669260237084,2010,Bosnia and Herzegovina,Other,
Bosnia and Herzegovina,2011,28.7107329842932,14.2,99.7,4980.90468838995,0.959511247241267,2011,Bosnia and Herzegovina,Other,-18.159157228273997
Bosnia and Herzegovina,2012,29.93182786536,15.3,99.7,4688.34582317708,-0.821836474216894,2012,Bosnia and Herzegovina,Other,1.2210948810667972
Bosnia and Herzegovina,2013,41.4646725116039,19.5,99.5,5025.24175294061,2.3498566632458,2013,Bosnia and Herzegovina,Other,11.532844646243902
Bosnia and Herzegovina,2014,36.7264851485149,23.6,99.9,5196.97008415107,1.15385109200403,2014,Bosnia and Herzegovina,Other,-4.738187363089004
Bosnia and Herzegovina,2015,35.5173075692623,25.2,99.7,4654.60862038896,4.31475061116335,2015,Bosnia and Herzegovina,Other,-1.2091775792525965
Bosnia and Herzegovina,2016,35.5173075692623,23.0,100.0,4917.26376596306,3.24225521171914,2016,Bosnia and Herzegovina,Other,0.0
Bosnia and Herzegovina,2017,35.5173075692623,18.5,100.0,5327.39230422044,3.24410095889466,2017,Bosnia and Herzegovina,Other,0.0
Bosnia and Herzegovina,2018,35.5173075692623,35.4,100.0,6024.49314979655,3.82749920546897,2018,Bosnia and Herzegovina,Other,0.0
Bosnia and Herzegovina,2019,35.5173075692623,36.8,100.0,6094.72482322311,2.88734334414875,2019,Bosnia and Herzegovina,Other,0.0
Bosnia and Herzegovina,2020,35.5173075692623,37.7,100.0,6095.10423658487,-3.01509514759861,2020,Bosnia and Herzegovina,Other,0.0
Bosnia and Herzegovina,2021,35.5173075692623,36.6,100.0,7237.27446250665,7.38996234012757,2021,Bosnia and Herzegovina,Other,0.0
Bosnia and Herzegovina,2022,35.5173075692623,36.6,100.0,7587.58817346075,4.22681101095546,2022,Bosnia and Herzegovina,Other,0.0
Botswana,2010,0.0,29.9,52.0,6041.73205119653,10.1222091179732,2010,Botswana,Other,
Botswana,2011,0.0,28.9,53.2,7080.77864262565,6.83852974803483,2011,Botswana,Other,0.0
Botswana,2012,0.0,27.8,56.0,6392.98734736839,-0.170900761456892,2012,Botswana,Other,0.0
Botswana,2013,0.108342361863489,26.7,58.0,6436.60331866558,11.1028237779771,2013,Botswana,Other,0.108342361863489
Botswana,2014,0.0432338953739732,25.8,60.0,6844.03324966349,5.69477738185952,2014,Botswana,Other,-0.06510846648951579
Botswana,2015,0.0337040781934614,26.1,62.1,5869.73757890628,-4.85133564036167,2015,Botswana,Other,-0.009529817180511803
Botswana,2016,0.0337040781934614,26.7,64.2,6411.5518615966,7.20442475914267,2016,Botswana,Other,0.0
Botswana,2017,0.0337040781934614,26.7,67.4,6705.34084567283,4.1143636634186,2017,Botswana,Other,0.0
Botswana,2018,0.0337040781934614,25.6,68.3,6947.81784114167,4.18809355373698,2018,Botswana,Other,0.0
Botswana,2019,0.0337040781934614,26.2,70.1,6691.16084579207,3.0322025744566,2019,Botswana,Other,0.0
Botswana,2020,0.0337040781934614,27.7,71.8,5875.07043504191,3.0322025744566,2020,Botswana,Other,0.0
Botswana,2021,0.0337040781934614,27.4,73.7,7244.15854755666,11.9206365085117,2021,Botswana,Other,0.0
Botswana,2022,0.0337040781934614,27.4,75.9,7726.11099664689,5.48602817797183,2022,Botswana,Other,0.0
Brazil,2010,84.7242338752678,46.8,98.6,11249.2918904352,7.52822581815364,2010,Brazil,Other,
Brazil,2011,87.1209969967485,45.2,99.3,13200.5562348789,3.97442307944702,2011,Brazil,Other,2.396763121480703
Brazil,2012,82.4482831002635,43.5,99.5,12327.5131013057,1.92117598576537,2012,Brazil,Other,-4.672713896485007
Brazil,2013,76.6892081191253,42.3,99.6,12258.5657091866,3.00482266944432,2013,Brazil,Other,-5.759074981138198
Brazil,2014,73.0820738473312,41.7,99.7,12071.4044637296,0.503955740242247,2014,Brazil,Other,-3.607134271794095
Brazil,2015,73.9669080481113,43.7,99.7,8783.2154236384,-3.54576339269425,2015,Brazil,Other,0.8848342007801051
Brazil,2016,73.9669080481113,45.4,99.7,8680.73646873878,-3.27591690782192,2016,Brazil,Other,0.0
Brazil,2017,73.9669080481113,45.3,99.8,9896.71889500528,1.32286905404399,2017,Brazil,Other,0.0
Brazil,2018,73.9669080481113,46.9,99.7,9121.02099480377,1.783666761634,2018,Brazil,Other,0.0
Brazil,2019,73.9669080481113,47.5,99.8,8845.32414932264,1.22077782360842,2019,Brazil,Other,0.0
Brazil,2020,73.9669080481113,50.0,99.7,6923.6999117682,-3.2767587964736,2020,Brazil,Other,0.0
Brazil,2021,73.9669080481113,46.5,99.5,7794.88097933152,4.76260437908608,2021,Brazil,Other,0.0
Brazil,2022,73.9669080481113,46.5,100.0,9065.49733395404,3.01669435393015,2022,Brazil,Other,0.0
British Virgin Islands,2011,0.810176421594609,0.9,98.7,,,2011,British Virgin Islands,Other,
British Virgin Islands,2012,0.816357671473259,0.9,98.9,,,2012,British Virgin Islands,Other,0.006181249878649986
British Virgin Islands,2013,1.02025277904675,1.0,99.1,,,2013,British Virgin Islands,Other,0.20389510757349094
British Virgin Islands,2014,1.28626981752917,1.0,99.2,,,2014,British Virgin Islands,Other,0.2660170384824201
British Virgin Islands,2015,1.28626981752917,1.0,100.0,,,2015,British Virgin Islands,Other,0.0
British Virgin Islands,2016,1.28626981752917,1.0,100.0,,,2016,British Virgin Islands,Other,0.0
British Virgin Islands,2017,1.28626981752917,1.1,100.0,,,2017,British Virgin Islands,Other,0.0
British Virgin Islands,2018,1.28626981752917,1.2,100.0,,,2018,British Virgin Islands,Other,0.0
British Virgin Islands,2019,1.28626981752917,1.2,100.0,,,2019,British Virgin Islands,Other,0.0
British Virgin Islands,2020,1.28626981752917,1.3,100.0,,,2020,British Virgin Islands,Other,0.0
British Virgin Islands,2021,1.28626981752917,1.3,100.0,,,2021,British Virgin Islands,Other,0.0
British Virgin Islands,2022,1.28626981752917,1.3,100.0,,,2022,British Virgin Islands,Other,0.0
Caribbean small states,2010,9.29089520670521,16.4555855096883,91.5159181270357,10389.1897204198,0.991500471284184,2010,Caribbean small states,Other,
Caribbean small states,2011,9.13645551569962,18.5978595041322,92.5839052828049,10543.0135521409,1.71684568192545,2011,Caribbean small states,Other,-0.15443969100559052
Caribbean small states,2012,9.40062120938693,16.7119075144509,93.0796570790278,11057.1146467728,2.32803241515643,2012,Caribbean small states,Other,0.26416569368731047
Caribbean small states,2013,9.24950836827249,14.9156804214223,93.5391399665848,11085.0516584357,0.0738276299494487,2013,Caribbean small states,Other,-0.1511128411144398
Caribbean small states,2014,9.26923353304161,12.9272812234494,93.9555303410912,11359.1648971172,1.76382445945195,2014,Caribbean small states,Other,0.01972516476912034
Caribbean small states,2015,8.91477955359129,12.5615447822514,94.4839855823945,11629.1207744449,0.697970065643204,2015,Caribbean small states,Other,-0.3544539794503212
Caribbean small states,2016,8.91477955359129,12.1720060790274,95.1697890618449,11175.5737188632,0.471963597496924,2016,Caribbean small states,Other,0.0
Caribbean small states,2017,8.91477955359129,13.4630392156863,95.7430331185145,11576.2769685123,1.94326028621741,2017,Caribbean small states,Other,0.0
Caribbean small states,2018,8.91477955359129,12.6224453125,95.804767395244,11845.703369406,2.89116347683975,2018,Caribbean small states,Other,0.0
Caribbean small states,2019,8.91477955359129,10.2083831026948,96.2215700753372,12173.610811624,1.02465322343599,2019,Caribbean small states,Other,0.0
Caribbean small states,2020,8.91477955359129,10.7807413376309,97.0414890291467,10101.7904602533,1.02465322343599,2020,Caribbean small states,Other,0.0
Caribbean small states,2021,8.91477955359129,10.7807413376309,97.3939355970029,11732.8975463126,10.4440323505071,2021,Caribbean small states,Other,0.0
Caribbean small states,2022,8.91477955359129,10.7807413376309,97.5932932895718,15296.212982156,10.4440323505071,2022,Caribbean small states,Other,0.0
Central Europe and the Baltics,2010,15.2232589522177,14.5611703409059,98.9644271545097,12608.0230447431,1.43626802392811,2010,Central Europe and the Baltics,Europe,
Central Europe and the Baltics,2011,13.1919756772079,14.7632639324625,99.0682987223746,13964.4428865133,3.51420887602232,2011,Central Europe and the Baltics,Europe,-2.0312832750098
Central Europe and the Baltics,2012,14.9657421750934,15.6972877331338,99.2028803587246,13075.9491854658,0.825752520966148,2012,Central Europe and the Baltics,Europe,1.7737664978855001
Central Europe and the Baltics,2013,17.9448105342192,16.6678855360829,99.3046720045522,13667.9813810826,0.667716324872686,2013,Central Europe and the Baltics,Europe,2.979068359125801
Central Europe and the Baltics,2014,20.5025605031294,17.0800618869512,99.4060407563452,14143.7397479462,3.21575278337589,2014,Central Europe and the Baltics,Europe,2.5577499689101977
Central Europe and the Baltics,2015,20.2528514083871,17.1450343733474,99.5333634023846,12528.0826430876,4.02632209202108,2015,Central Europe and the Baltics,Europe,-0.24970909474229686
Central Europe and the Baltics,2016,20.2528514083871,16.872230338825,99.6409785046505,12785.3859233633,2.75319275014614,2016,Central Europe and the Baltics,Europe,0.0
Central Europe and the Baltics,2017,20.2528514083871,16.4670211158335,99.86914260178,14225.8773247545,5.10127396652673,2017,Central Europe and the Baltics,Europe,0.0
Central Europe and the Baltics,2018,20.2528514083871,18.1372029233605,99.8729516393806,16081.9110638536,4.94640018271339,2018,Central Europe and the Baltics,Europe,0.0
Central Europe and the Baltics,2019,20.2528514083871,18.8782681268682,99.9455010885556,16355.8581493383,3.9085218171802,2019,Central Europe and the Baltics,Europe,0.0
Central Europe and the Baltics,2020,20.2528514083871,19.6856532373123,99.9796417892388,16302.7546246465,-3.41747603978885,2020,Central Europe and the Baltics,Europe,0.0
Central Europe and the Baltics,2021,20.2528514083871,19.6856532373123,99.9864361919036,18816.1336904293,6.43339870687696,2021,Central Europe and the Baltics,Europe,0.0
Central Europe and the Baltics,2022,20.2528514083871,19.6856532373123,100.0,19414.7416594388,4.24707312691251,2022,Central Europe and the Baltics,Europe,0.0
Early-demographic dividend,2010,18.7564025627965,24.8677344772296,79.4308386907906,2955.65666629522,6.51341351158096,2010,Early-demographic dividend,Other,
Early-demographic dividend,2011,19.105243979483,24.1114815363071,81.1905466653954,3280.66762280697,4.91840214187388,2011,Early-demographic dividend,Other,0.3488414166865006
Early-demographic dividend,2012,18.4072087708038,23.7733426106844,82.0864135138511,3380.96020009291,4.18268349884028,2012,Early-demographic dividend,Other,-0.698035208679201
Early-demographic dividend,2013,19.0664207626243,24.0310143347149,83.8183331773528,3380.56460532398,4.057999545852,2013,Early-demographic dividend,Other,0.6592119918205022
Early-demographic dividend,2014,18.2713436020664,23.4797969089408,84.7781290421301,3449.00559318256,4.12078257925089,2014,Early-demographic dividend,Other,-0.7950771605579021
Early-demographic dividend,2015,18.1048615435489,23.2586860898365,86.8527487873062,3234.22594362502,4.413613006364,2015,Early-demographic dividend,Other,-0.16648205851749864
Early-demographic dividend,2016,18.1048615435489,23.2950714112546,88.3686079048487,3284.23162293425,4.41966409712549,2016,Early-demographic dividend,Other,0.0
Early-demographic dividend,2017,18.1048615435489,22.9318932699064,90.5262379043035,3504.86445468793,4.6328678778804,2017,Early-demographic dividend,Other,0.0
Early-demographic dividend,2018,18.1048615435489,22.9799993263271,92.0349140485874,3499.78425455711,3.84020966703507,2018,Early-demographic dividend,Other,0.0
Early-demographic dividend,2019,18.1048615435489,23.3613434124336,92.834365738276,3528.99645119156,2.40227091068419,2019,Early-demographic dividend,Other,0.0
Early-demographic dividend,2020,18.1048615435489,25.039700621241,93.4926075631317,3254.22794317044,-4.36828773942052,2020,Early-demographic dividend,Other,0.0
Early-demographic dividend,2021,18.1048615435489,25.039700621241,95.2851631707137,3743.85887403193,7.62136441675764,2021,Early-demographic dividend,Other,0.0
Early-demographic dividend,2022,18.1048615435489,25.039700621241,95.1851634429426,4099.07591276369,5.58275972830056,2022,Early-demographic dividend,Other,0.0
East Asia & Pacific,2010,15.2059089464054,13.4161693347713,95.5626034799317,7726.91530280402,7.60959353290056,2010,East Asia & Pacific,Asia & Pacific,
East Asia & Pacific,2011,14.6694070371852,12.7647566920643,96.0356345088724,8893.53254063017,5.46187263083029,2011,East Asia & Pacific,Asia & Pacific,-0.536501909220199
East Asia & Pacific,2012,16.8256029847949,12.8225859693401,96.2259377706719,9436.8474533018,5.18305565925709,2012,East Asia & Pacific,Asia & Pacific,2.1561959476097012
East Asia & Pacific,2013,17.4333175771315,12.8049975797319,96.4923953891213,9468.67974552162,5.24506084727628,2013,East Asia & Pacific,Asia & Pacific,0.607714592336599
East Asia & Pacific,2014,19.3014921760392,13.1914590207076,96.650227815738,9695.98311606399,4.75870428385912,2014,East Asia & Pacific,Asia & Pacific,1.8681745989077
East Asia & Pacific,2015,20.4124662224537,12.9503215901268,96.9635036230764,9586.05662481986,4.72838604064859,2015,East Asia & Pacific,Asia & Pacific,1.1109740464144977
East Asia & Pacific,2016,20.4124662224537,13.3225867072793,97.0422752719492,9856.66562356527,4.65907989167707,2016,East Asia & Pacific,Asia & Pacific,0.0
East Asia & Pacific,2017,20.4124662224537,13.6095555971822,97.6980233866031,10454.5358035249,5.05317448248172,2017,East Asia & Pacific,Asia & Pacific,0.0
East Asia & Pacific,2018,20.4124662224537,13.829096339611,97.6650202588857,11312.9085413924,4.75915481378036,2018,East Asia & Pacific,Asia & Pacific,0.0
East Asia & Pacific,2019,20.4124662224537,14.2598277749117,97.8779427927934,11484.3410118407,3.96022191431953,2019,East Asia & Pacific,Asia & Pacific,0.0
East Asia & Pacific,2020,20.4124662224537,14.7357084471391,97.8013659805564,11487.8328132182,-0.144692822272759,2020,East Asia & Pacific,Asia & Pacific,0.0
East Asia & Pacific,2021,20.4124662224537,14.7357084471391,98.1555450173615,13141.5286612157,6.22113626390231,2021,East Asia & Pacific,Asia & Pacific,0.0
East Asia & Pacific,2022,20.4124662224537,14.7357084471391,98.2132410752903,12909.9187395962,2.88602957954214,2022,East Asia & Pacific,Asia & Pacific,0.0
East Asia & Pacific (IDA & IBRD countries),2010,18.2230833555545,15.7261133262709,95.9067842239033,4058.01931155212,9.92108201376767,2010,East Asia & Pacific (IDA & IBRD countries),Asia & Pacific,
East Asia & Pacific (IDA & IBRD countries),2011,16.8681586260816,14.7362101871014,96.4111315774067,4919.04779989091,8.64289773095604,2011,East Asia & Pacific (IDA & IBRD countries),Asia & Pacific,-1.354924729472902
East Asia & Pacific (IDA & IBRD countries),2012,19.8056651073016,14.7348010536402,96.5960048631249,5437.55960087902,7.58023773794096,2012,East Asia & Pacific (IDA & IBRD countries),Asia & Pacific,2.9375064812200016
East Asia & Pacific (IDA & IBRD countries),2013,20.0990688408502,14.5604398933454,96.8681738367327,5948.32993494812,7.29846415082417,2013,East Asia & Pacific (IDA & IBRD countries),Asia & Pacific,0.29340373354860105
